t     x     v
21.92 0.83 0.11
21.92 0.83 0.11
21.93 0.83 0.11
21.93 0.83 0.11
21.94 0.83 0.11
21.94 0.83 0.11
21.95 0.83 0.11
21.95 0.83 0.11
21.96 0.83 0.11
21.96 0.83 0.11
21.97 0.83 0.11
21.97 0.83 0.11
21.98 0.83 0.11
21.98 0.83 0.11
21.99 0.83 0.11
21.99 0.83 0.11
22.00 0.83 0.11
22.00 0.83 0.11
22.01 0.84 0.11
22.01 0.84 0.11
22.02 0.84 0.10
22.02 0.84 0.10
22.03 0.84 0.10
22.03 0.84 0.10
22.04 0.84 0.10
22.04 0.84 0.10
22.05 0.84 0.10
22.05 0.84 0.10
22.06 0.84 0.10
22.06 0.84 0.10
22.07 0.84 0.10
22.07 0.84 0.10
22.08 0.84 0.10
22.08 0.84 0.10
22.09 0.84 0.10
22.09 0.84 0.10
22.10 0.84 0.10
22.10 0.85 0.10
22.11 0.85 0.10
22.11 0.85 0.10
22.12 0.85 0.10
22.12 0.85 0.10
22.13 0.85 0.10
22.13 0.85 0.10
22.14 0.85 0.10
22.14 0.85 0.10
22.15 0.85 0.10
22.15 0.85 0.10
22.16 0.85 0.10
22.16 0.85 0.10
22.17 0.85 0.10
22.17 0.85 0.10
22.18 0.85 0.10
22.18 0.85 0.10
22.19 0.85 0.10
22.19 0.85 0.10
22.20 0.85 0.10
22.20 0.85 0.10
22.21 0.86 0.10
22.21 0.86 0.10
22.22 0.86 0.10
22.22 0.86 0.09
22.23 0.86 0.09
22.23 0.86 0.09
22.24 0.86 0.09
22.24 0.86 0.09
22.25 0.86 0.09
